Title,Year,Runtime,IMDB Rating,Metascore,IMDB Votes,Box Office,Budget,Revenue,TMDB Rating,Vote Count,Month,Day,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,Approved,G,GP,M,M/PG,NC-17,Not Rated,PG,PG-13,R,TV-MA,Unrated,Top_Production_Company,Top_Director,Top_Writer,Domestic,International,English_Language,Other_Language,Oscars_Won,Oscars_Nominated,Wins,Nominations,Descr_Sentiment,Tagline_Sentiment,Female_Lead,starpower
The Dark Knight Rises,2012,164,8.4,78.0,1926092,448149584.0,250000000,1081041287,7.787,23380,7,20,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,45,103,1,1,0,1.6666666666666667
Eternal Sunshine of the Spotless Mind,2004,108,8.3,89.0,1145330,34400301.0,20000000,72258126,8.092,15568,3,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,73,111,0,0,0,1.3333333333333333
How the Grinch Stole Christmas,2000,104,6.4,46.0,313644,261901880.0,123000000,345800000,6.773,7829,11,17,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,18,37,0,0,0,0.0
Saving Private Ryan,1998,169,8.6,91.0,1582558,217049603.0,70000000,481840909,8.219,16413,7,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,5,0,79,75,1,1,0,1.3333333333333333
The Lost City,2022,112,6.1,60.0,170236,105344029.0,9600000,4386236,6.108,111,3,25,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,3,10,1,1,1,1.0
Don't Worry Darling,2022,123,6.3,48.0,166430,45309403.0,35000000,86700000,6.796,2669,9,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,10,18,1,1,1,0.0
The Godfather Part II,1974,202,9.0,90.0,1441140,47834595.0,13000000,102600000,8.6,13071,12,18,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,6,0,17,21,1,1,0,1.3333333333333333
The Departed,2006,151,8.5,85.0,1493929,132399394.0,90000000,291465000,8.16,15421,10,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,4,0,100,141,1,0,0,2.0
Monkey Man,2024,121,6.8,70.0,93526,25116955.0,10000000,35271631,6.901,1170,4,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,9,31,1,0,0,0.0
The Green Mile,1999,189,8.6,61.0,1492698,136801374.0,60000000,286801374,8.504,18231,12,10,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,4,15,37,0,0,0,1.0
Django Unchained,2012,165,8.5,81.0,1806256,162805434.0,100000000,425368238,8.183,26926,12,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,2,0,58,158,0,1,0,2.0
Azrael,2024,86,5.4,52.0,11984,433861.0,12000000,631272,5.991,336,9,27,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0.0
Just Go with It,2011,117,6.4,33.0,278964,103028109.0,80000000,214945591,6.704,5874,2,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,5,13,0,1,0,0.6666666666666666
No Time to Die,2021,163,7.3,68.0,468748,160891007.0,250000000,774153024,7.361,6593,10,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,50,75,0,1,0,0.6666666666666666
American Psycho,2000,102,7.6,64.0,785444,15070285.0,7000000,34300000,7.405,11481,4,14,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,7,11,0,1,0,0.6666666666666666
Troy,2004,163,7.3,56.0,597795,133378256.0,175000000,497409852,7.165,10527,5,14,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,5,23,1,1,0,1.3333333333333333
Top Gun: Maverick,2022,130,8.2,78.0,790467,718732821.0,170000000,1488732821,8.171,10041,5,27,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,111,235,1,0,0,0.6666666666666666
Scream,1996,111,7.4,66.0,421080,103046663.0,24000000,137743924,6.683,3520,12,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,12,11,0,1,0,0.6666666666666666
It,2017,135,7.3,69.0,646110,328874981.0,35000000,704242888,7.237,19450,9,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,12,49,1,1,0,0.0
Midsommar,2019,148,7.1,72.0,448411,27426361.0,9000000,48498408,7.157,7509,7,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,27,75,1,1,1,0.0
A Quiet Place: Day One,2024,99,6.3,68.0,156931,139051884.0,67000000,261907653,6.716,2869,6,28,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,5,11,1,1,0,0.0
Alien,1979,117,8.5,89.0,1021698,84206106.0,11000000,104931801,8.164,15445,6,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,19,22,0,0,1,0.6666666666666666
Forrest Gump,1994,142,8.8,82.0,2400011,330455270.0,55000000,677387716,8.469,28421,7,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,6,0,51,74,0,1,0,1.0
A Man Called Otto,2023,126,7.5,51.0,196354,64267657.0,50000000,108961677,7.763,3188,1,13,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,10,1,1,0,0.6666666666666666
Better Man,2025,135,7.6,77.0,31872,1983648.0,110000000,22541033,7.756,602,1,10,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,12,38,1,1,0,0.0
Schindler's List,1994,195,9.0,95.0,1535060,96898818.0,22000000,321365567,8.566,16572,2,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,7,0,91,49,1,1,0,2.0
The Holiday,2006,136,7.0,52.0,349812,63224849.0,85000000,205219880,7.093,5312,12,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,2,12,0,1,0,2.0
Mrs. Doubtfire,1993,125,7.1,54.0,306289,219195243.0,25000000,441286195,7.2,6300,11,24,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,11,10,0,1,0,1.3333333333333333
Pearl,2022,103,7.0,76.0,144555,9423445.0,1000000,10139416,7.246,2249,9,16,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,19,63,1,1,0,0.0
The Grinch,2018,85,6.4,51.0,103544,272504456.0,75000000,508600000,6.865,4211,11,9,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,18,1,1,0,0.0
The Gentlemen,2020,113,7.8,51.0,435999,36471795.0,22000000,115171795,7.68,6143,1,24,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,4,0,0,0,1.0
Whiplash,2014,106,8.5,89.0,1086388,14003391.0,3300000,50307484,8.376,15788,10,15,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,3,0,99,144,1,1,0,0.0
The Wizard of Oz,1939,102,8.1,92.0,449446,24668669.0,2777000,33754967,7.591,5788,8,25,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,15,15,1,1,1,0.0
The Order,2025,116,6.8,75.0,48961,2010901.0,20000000,1970445,6.583,671,4,18,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,6,0,1,0,1.0
The Crow,1994,102,7.5,72.0,224256,50693129.0,50000000,24109036,5.8,1099,5,13,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,5,8,1,1,0,0.0
Zodiac,2007,157,7.7,79.0,637500,33080084.0,65000000,84785914,7.527,10942,3,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,3,71,1,0,0,1.3333333333333333
Saltburn,2023,131,7.0,61.0,246212,11425829.0,20000000,21013738,6.97,2574,12,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,15,109,1,0,0,0.0
Jurassic Park,1993,127,8.2,68.0,1130773,407185075.0,63000000,920100000,7.96,16959,6,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,3,0,44,27,0,1,0,0.3333333333333333
Tombstone,1993,130,7.8,50.0,181659,56505065.0,25000000,73205065,7.591,2264,12,25,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,1.0
Ghostbusters: Frozen Empire,2024,115,6.1,46.0,95494,113376590.0,100000000,201967521,6.485,1871,3,22,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,8,1,1,0,0.0
The Lord of the Rings: The Return of the King,2003,201,9.0,94.0,2092328,381878219.0,94000000,1118888979,8.488,25280,12,17,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,11,0,215,124,1,1,0,1.0
Dungeons & Dragons: Honor Among Thieves,2023,134,7.2,72.0,263444,93549650.0,151000000,208200000,7.335,4064,3,31,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,4,21,0,0,0,0.3333333333333333
The Matrix,1999,136,8.7,73.0,2170119,172076928.0,63000000,463517383,8.229,26602,3,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,4,0,42,52,0,1,0,1.6666666666666667
American Beauty,1999,122,8.3,84.0,1247771,130096601.0,15000000,356296601,8.007,12465,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,5,0,112,102,0,1,0,1.3333333333333333
Love Lies Bleeding,2024,104,6.6,77.0,58192,8335797.0,10000000,12778225,6.589,822,5,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,6,53,1,0,0,0.3333333333333333
Back to the Future,1985,116,8.5,87.0,1389648,214553307.0,19000000,381109762,8.321,20710,7,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,27,25,1,0,0,0.3333333333333333
Spider-Man: Across the Spider-Verse,2023,140,8.5,86.0,468141,381593754.0,100000000,690897910,8.347,7727,6,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,106,164,1,1,0,0.0
Harry Potter and the Goblet of Fire,2005,157,7.7,81.0,719576,290469928.0,150000000,895921036,7.8,21306,11,18,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,13,48,1,0,0,0.6666666666666666
The Hangover,2009,100,7.7,73.0,890033,277339746.0,35000000,469310836,7.325,17357,6,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,13,25,0,0,0,0.0
Avengers: Endgame,2019,181,8.4,78.0,1373635,858373000.0,356000000,2799439100,8.239,26547,4,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,70,132,0,1,0,0.6666666666666666
Kingdom of the Planet of the Apes,2024,145,6.8,66.0,155954,171130165.0,160000000,397378150,7.063,3809,5,10,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,4,62,1,1,0,0.0
Spider-Man: No Way Home,2021,148,8.2,71.0,958084,814866759.0,200000000,1921847111,7.943,20930,12,17,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,35,71,0,1,0,0.6666666666666666
The Beekeeper,2024,105,6.3,53.0,164315,66220535.0,35000000,152720535,7.3,3684,1,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,6,1,1,0,1.0
The Princess Bride,1987,98,8.0,78.0,469086,30857814.0,16000000,30900000,7.683,4768,10,9,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,7,11,0,1,0,0.3333333333333333
Mean Girls,2004,97,7.1,66.0,464025,86058055.0,17000000,130193514,7.219,9074,4,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,7,25,1,1,1,0.6666666666666666
The Prestige,2006,130,8.5,66.0,1521166,53089891.0,40000000,109676311,8.205,16655,10,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,2,6,44,0,1,0,2.0
Blade Runner 2049,2017,164,8.0,81.0,720813,92071675.0,150000000,259239658,7.582,14267,10,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,2,0,100,164,1,1,0,0.6666666666666666
Baywatch,2017,116,5.5,37.0,212677,58060186.0,69000000,177900000,6.094,8236,5,25,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,5,11,1,1,0,0.6666666666666666
Oblivion,2013,124,7.0,54.0,574380,89107235.0,120000000,286168572,6.659,10993,4,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,17,0,1,0,1.3333333333333333
Killers of the Flower Moon,2023,206,7.6,89.0,283584,68035488.0,200000000,158722599,7.422,3688,10,20,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,10,135,428,1,0,0,1.3333333333333333
The Bikeriders,2024,116,6.6,70.0,70613,21746895.0,40000000,36110860,6.695,951,6,21,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,6,1,0,0,0.3333333333333333
I Saw the TV Glow,2024,100,5.8,86.0,30546,5017817.0,10000000,5396508,6.054,521,5,17,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,6,61,0,0,0,0.0
Batman Begins,2005,140,8.2,70.0,1659219,206863479.0,150000000,374218673,7.715,21625,6,15,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,15,79,0,0,0,2.0
The Infiltrator,2016,127,7.0,66.0,83015,15436808.0,28000000,21011110,6.7,1717,7,13,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1.0
Unforgiven,1992,130,8.2,85.0,455932,101167799.0,14400000,159157447,7.914,4633,8,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,4,0,52,47,0,1,0,2.0
Twilight,2008,122,5.3,56.0,508464,193962473.0,37000000,393616788,6.3,13873,11,21,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,34,16,1,1,1,0.3333333333333333
No Country for Old Men,2007,122,8.2,92.0,1128602,74283625.0,25000000,171627166,7.947,12496,11,21,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,4,0,165,139,1,0,0,0.6666666666666666
Scary Movie,2000,88,6.3,48.0,305732,157019771.0,19000000,278019771,6.37,7236,7,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,7,6,1,0,1,0.3333333333333333
Sing,2016,108,7.1,59.0,204143,270578425.0,75000000,634151679,7.12,8152,12,21,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,3,25,0,1,0,1.3333333333333333
The Notebook,2004,123,7.8,53.0,660714,81417274.0,29000000,115600000,7.9,11994,6,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,12,10,0,1,1,0.3333333333333333
The Shining,1980,146,8.4,68.0,1175569,45634352.0,19000000,44781695,8.2,18056,6,13,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,6,9,0,1,0,0.6666666666666666
Pirates of the Caribbean: The Curse of the Black Pearl,2003,143,8.1,63.0,1276659,305413918.0,140000000,655011224,7.811,21280,7,9,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,5,38,104,1,0,0,1.6666666666666667
Get Out,2017,104,7.8,85.0,768008,176196665.0,4500000,255407969,7.6,17990,2,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,154,214,1,0,0,0.3333333333333333
Prisoners,2013,153,8.2,70.0,882169,61002302.0,46000000,122126687,8.098,12301,9,20,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,10,38,0,1,0,1.3333333333333333
The Hunger Games,2012,142,7.2,68.0,1050244,408010692.0,75000000,694394724,7.217,22511,3,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,34,49,1,1,1,0.6666666666666666
Snow White,2025,109,1.9,50.0,368966,87203963.0,270000000,205067778,4.295,1296,3,21,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,1,1,1,0.3333333333333333
Babylon,2022,189,7.1,61.0,195071,15658225.0,78000000,65267446,7.378,3422,12,23,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,3,46,161,1,1,0,0.6666666666666666
John Wick: Chapter 4,2023,169,7.6,78.0,386853,187131806.0,100000000,440157245,7.723,7237,3,24,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,38,51,0,0,0,1.0
Shutter Island,2010,138,8.2,63.0,1563854,128012934.0,80000000,294804195,8.201,24697,2,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,11,66,0,1,0,0.6666666666666666
No Hard Feelings,2023,103,6.3,59.0,201719,50452282.0,45000000,83000000,6.726,3428,6,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,10,1,0,1,0.0
Transformers,2007,144,7.1,61.0,698778,319246193.0,150000000,709709780,6.817,11647,7,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,3,25,50,0,1,0,0.6666666666666666
Dead Poets Society,1989,128,8.1,79.0,587741,95860116.0,16400000,235900000,8.3,11765,6,9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,20,19,1,1,0,1.3333333333333333
300,2007,117,7.6,52.0,895174,210629101.0,65000000,456082343,7.189,14108,3,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,19,57,1,1,0,1.0
Harry Potter and the Chamber of Secrets,2002,161,7.5,63.0,735500,262641637.0,100000000,876688482,7.707,22677,11,15,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,14,50,1,0,0,0.6666666666666666
Platoon,1987,120,8.1,92.0,457608,138530565.0,6000000,138530565,7.747,4767,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,4,0,24,16,0,1,0,0.3333333333333333
Harry Potter and the Prisoner of Azkaban,2004,142,7.9,82.0,734790,250105651.0,130000000,789804554,8.012,22255,6,4,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,2,17,56,0,1,0,0.6666666666666666
The Covenant,2023,123,7.5,63.0,191316,16938039.0,20000000,37597471,5.611,1039,4,21,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,3,0,0,0,0.6666666666666666
Bullet Train,2022,127,7.3,49.0,500060,103368602.0,90000000,239300000,7.433,6776,8,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,2,19,0,1,0,1.0
A Complete Unknown,2024,141,7.3,70.0,93883,75001720.0,65000000,138003641,7.106,1136,12,25,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,8,26,129,1,1,0,1.0
